//Type,ID,Name,BasePrice,Quantity,SubclassAttribute
P,96990,Organic Eggs,5.3,26,6/16/2026
E,9062,Electric Kettle,48.07,14,12
P,24121,Avocados Bag,5.47,44,6/9/2026
P,56698,Romaine Lettuce,14.63,21,7/7/2026
P,17579,Whole Milk,10.42,16,6/6/2026
E,69639,Toaster Oven,67.09,8,6
P,55389,Organic Eggs,11.51,38,6/24/2026
E,99129,Electric Kettle,52.16,19,6
P,1274,Whole Milk,12.49,15,6/28/2026
E,6390,Electric Kettle,79.6,10,6
E,7007,Coffee Maker,111.66,15,12
E,66478,Electric Kettle,87.95,22,36
P,24402,Avocados Bag,6.48,42,6/10/2026
E,31713,Mini Rice Cooker,35.27,17,6
P,30524,Avocados Bag,5.62,22,6/10/2026
P,67042,Romaine Lettuce,2.63,60,6/8/2026
P,33970,Whole Milk,8.52,15,6/17/2026
P,27945,Romaine Lettuce,7.08,22,6/29/2026
P,12356,Fresh Strawberries,3.6,38,6/3/2026
B,57141,Apple Juice,7.09,87,FALSE
E,73023,Mini Rice Cooker,49.87,6,36
E,46661,Coffee Maker,59.61,21,12
P,21345,Baby Spinach,10.78,34,7/2/2026
E,40527,Blender Pro,48.57,18,12
B,78756,Energy Drink,2.7,99,FALSE
B,2025,Classic Cola,2.62,60,FALSE
B,1232,Organic Green Tea,2.2,29,FALSE
E,80057,Coffee Maker,30.94,20,6
B,44083,Diet Soda Can,5.63,105,TRUE
B,49704,Classic Cola,4.72,109,FALSE
E,4363,Mini Rice Cooker,81.9,12,36
E,56005,Toaster Oven,62.49,16,36
B,97660,Diet Soda Can,3.98,58,FALSE
P,92194,Organic Eggs,4.65,15,7/8/2026
B,14403,Diet Soda Can,3.77,31,FALSE
P,69937,Avocados Bag,3.49,13,7/13/2026
P,44018,Baby Spinach,4.65,16,6/9/2026
B,99770,Organic Green Tea,3.59,71,TRUE
E,82433,Electric Mixer,69.03,19,36
E,55533,Electric Mixer,39.85,3,36
E,61050,Coffee Maker,90.82,24,6
E,99206,Coffee Maker,113.08,8,12
B,43984,Organic Green Tea,1.47,69,TRUE
P,18740,Organic Eggs,7.78,47,6/19/2026
E,44635,Mini Rice Cooker,34.09,10,12
P,40951,Whole Milk,5.32,41,7/7/2026
E,16418,Electric Kettle,99.02,25,6
B,77599,Energy Drink,9.64,94,FALSE
E,81589,Toaster Oven,31.81,21,12
E,29388,Toaster Oven,64.93,11,12
P,55362,Baby Spinach,7.42,45,6/23/2026
P,16086,Avocados Bag,8.96,10,6/16/2026
B,85697,Organic Green Tea,7.43,66,FALSE
P,62046,Avocados Bag,4.69,28,6/16/2026
B,6917,Apple Juice,4.39,14,TRUE
B,42766,Classic Cola,2.97,102,FALSE
P,41071,Fresh Strawberries,10.65,58,6/16/2026
P,41763,Organic Eggs,5.63,34,7/9/2026
E,53349,Electric Kettle,34.09,6,36
B,24394,Apple Juice,6.82,63,FALSE
P,33227,Organic Eggs,5.03,43,7/1/2026
B,51533,Energy Drink,2.77,24,FALSE
P,15612,Romaine Lettuce,5.36,22,6/11/2026
E,77810,Electric Kettle,88.06,12,36
P,6892,Baby Spinach,6.93,41,7/11/2026
E,55534,Coffee Maker,112.86,19,6
E,25085,Blender Pro,32.5,11,12
P,21024,Avocados Bag,3.17,48,6/20/2026
P,99677,Baby Spinach,7.23,9,6/29/2026
E,239,Toaster Oven,86.29,2,36
P,64866,Romaine Lettuce,2.63,56,6/29/2026
E,57867,Blender Pro,81.94,12,12
B,52960,Classic Cola,6.25,18,FALSE
P,14385,Whole Milk,3.44,35,6/11/2026
E,21467,Toaster Oven,77.81,21,12
E,64199,Electric Mixer,101.37,3,6
E,68417,Electric Mixer,77.07,23,36
E,94430,Mini Rice Cooker,47.98,8,36
E,25773,Blender Pro,108.35,23,6
E,94439,Electric Kettle,102.75,5,6
E,66075,Toaster Oven,29.55,16,36
E,99441,Coffee Maker,115.41,22,6
P,28625,Romaine Lettuce,2.57,49,7/1/2026
B,56049,Energy Drink,5.69,91,TRUE
B,11406,Diet Soda Can,9.48,43,TRUE
P,97813,Whole Milk,9.64,14,6/12/2026
E,4585,Electric Mixer,110.8,6,36
E,31734,Electric Mixer,46.26,8,36
P,77072,Whole Milk,6.45,8,6/23/2026
E,93565,Electric Mixer,33.47,9,6
P,25917,Organic Eggs,8.83,43,6/23/2026
B,50102,Organic Green Tea,8.43,76,TRUE
E,97990,Mini Rice Cooker,58.03,12,36
B,16939,Energy Drink,8.24,34,TRUE
E,82770,Blender Pro,68.81,8,12
E,77066,Electric Mixer,93.55,14,6
P,90010,Fresh Strawberries,8.59,12,6/19/2026
B,82580,Diet Soda Can,2.69,52,TRUE
B,10541,Classic Cola,4.98,22,TRUE
B,31678,Diet Soda Can,8.91,107,TRUE
P,84229,Whole Milk,11.78,25,6/17/2026
P,24645,Fresh Strawberries,2.62,28,7/4/2026
E,52856,Coffee Maker,110.23,25,6
B,35609,Energy Drink,6.63,86,FALSE
P,61746,Avocados Bag,9.4,12,6/9/2026
E,13497,Coffee Maker,59.26,10,36
B,82196,Apple Juice,5.34,35,FALSE
E,27885,Electric Mixer,22.26,19,36
P,71594,Romaine Lettuce,4.94,28,7/2/2026
P,14206,Romaine Lettuce,8.16,41,6/15/2026
P,18012,Romaine Lettuce,7.4,30,6/23/2026
E,69115,Blender Pro,63.07,11,12
E,90701,Electric Mixer,100.6,3,36
B,14564,Sparkling Water,2.69,77,FALSE
P,3132,Fresh Strawberries,3.65,47,6/9/2026
B,8667,Apple Juice,2.23,50,TRUE
B,60560,Classic Cola,2.55,11,TRUE
P,99258,Avocados Bag,4.16,45,6/8/2026
E,89421,Coffee Maker,67.83,15,36
B,82058,Energy Drink,6.49,78,FALSE
E,67011,Electric Mixer,71.7,12,36
B,30998,Diet Soda Can,8.42,71,TRUE
P,95705,Whole Milk,6.2,55,7/4/2026
E,78272,Blender Pro,69.63,12,12
P,88194,Baby Spinach,7.16,31,6/19/2026
E,19496,Mini Rice Cooker,107.41,10,6
E,55162,Electric Mixer,100.73,22,36
P,63440,Romaine Lettuce,12.61,53,6/20/2026
B,78924,Sparkling Water,1.22,55,TRUE
P,97410,Whole Milk,11.22,12,7/12/2026
B,95977,Classic Cola,1.14,84,TRUE
B,78523,Organic Green Tea,4.8,82,FALSE
B,12300,Diet Soda Can,2.38,106,TRUE
B,48635,Energy Drink,7.71,42,TRUE
P,91007,Baby Spinach,8.73,29,7/16/2026
P,56446,Baby Spinach,4.65,60,6/24/2026
P,34334,Avocados Bag,5.82,50,6/20/2026
E,63261,Coffee Maker,55.79,25,36
E,99872,Electric Mixer,56.78,23,36
B,52853,Energy Drink,3.46,31,TRUE
P,21817,Organic Eggs,3.42,7,7/2/2026
P,88998,Whole Milk,7.11,51,6/10/2026
P,9014,Fresh Strawberries,7.93,32,7/14/2026
E,83678,Coffee Maker,77.42,7,36
P,46568,Romaine Lettuce,5.03,32,7/5/2026
E,89898,Toaster Oven,38.21,19,12
E,49148,Coffee Maker,18.17,14,6
B,52667,Energy Drink,8.61,71,TRUE
P,3138,Avocados Bag,8.76,31,6/20/2026
P,41200,Baby Spinach,14.48,36,6/22/2026
P,94532,Whole Milk,12.62,37,6/12/2026
E,56115,Mini Rice Cooker,58.82,15,12
E,16303,Coffee Maker,58.04,6,36
B,51318,Energy Drink,3.95,117,TRUE
B,99633,Energy Drink,5.58,41,FALSE
P,93847,Avocados Bag,4.43,12,6/3/2026
E,81863,Toaster Oven,18.1,7,12
E,55396,Electric Mixer,36.77,14,36
E,38404,Toaster Oven,33.16,5,6
B,88806,Apple Juice,3.66,99,TRUE
E,58244,Mini Rice Cooker,86.3,7,36
B,85574,Energy Drink,6.49,13,FALSE
P,60623,Romaine Lettuce,8.27,56,6/18/2026
B,38752,Organic Green Tea,7.48,24,TRUE
E,370,Electric Kettle,50.9,14,6
P,80828,Baby Spinach,8.67,59,7/3/2026
B,54498,Energy Drink,2.15,56,FALSE
E,62904,Blender Pro,99.11,15,12
B,96392,Sparkling Water,2.93,112,FALSE
P,76244,Fresh Strawberries,12.18,25,6/5/2026
P,53489,Baby Spinach,2.63,5,7/9/2026
B,54679,Apple Juice,7.98,84,FALSE
E,23289,Blender Pro,87.42,25,6
E,21780,Toaster Oven,105.53,20,12
E,4943,Mini Rice Cooker,75.23,10,36
B,32225,Sparkling Water,9.08,104,TRUE
E,86541,Toaster Oven,31.22,4,12
P,64903,Avocados Bag,3.31,37,6/14/2026
B,85868,Diet Soda Can,5.41,99,FALSE
P,77434,Baby Spinach,9.57,34,6/26/2026
E,35400,Mini Rice Cooker,70.32,22,36
B,23223,Organic Green Tea,4.03,64,FALSE
E,81610,Blender Pro,72.78,13,36
B,22564,Organic Green Tea,1.08,80,FALSE
B,90728,Classic Cola,7.72,26,FALSE
P,50414,Organic Eggs,11.56,25,6/19/2026
P,9017,Avocados Bag,9.95,10,7/5/2026
E,99860,Electric Mixer,76.87,15,36
B,16362,Energy Drink,3.03,86,TRUE
E,70101,Mini Rice Cooker,29.09,16,12
B,86728,Organic Green Tea,8.64,18,TRUE
B,21513,Diet Soda Can,7.07,33,TRUE
E,16336,Coffee Maker,110.81,21,36
E,76576,Electric Kettle,108.43,8,36
P,37400,Romaine Lettuce,10.27,17,6/23/2026
E,18781,Electric Kettle,108.32,2,36
B,99342,Classic Cola,3.61,36,FALSE
B,57639,Diet Soda Can,5.39,79,TRUE
P,91604,Romaine Lettuce,14.23,28,6/15/2026
E,69332,Coffee Maker,30.14,8,6
P,70567,Organic Eggs,3.07,25,7/7/2026
P,96301,Baby Spinach,4.45,24,6/23/2026
P,26906,Romaine Lettuce,12.15,43,7/13/2026
E,80715,Coffee Maker,41.19,7,6
P,27028,Romaine Lettuce,2.72,53,6/4/2026
P,83765,Baby Spinach,14.68,53,6/28/2026
B,43511,Classic Cola,1.37,68,TRUE
E,13358,Electric Mixer,93.69,20,6
E,51482,Electric Mixer,60.03,6,12
B,54448,Apple Juice,6.78,110,FALSE
P,1326,Baby Spinach,14.71,51,6/24/2026
E,12565,Blender Pro,95.0,13,36
P,95469,Organic Eggs,13.75,49,6/15/2026
P,60867,Organic Eggs,2.8,41,6/10/2026
E,27381,Coffee Maker,107.11,22,6
E,888,Blender Pro,57.69,13,36
E,1099,Blender Pro,43.94,18,12
E,85229,Toaster Oven,107.29,7,36
E,46126,Toaster Oven,74.85,14,6
B,77809,Diet Soda Can,4.25,76,TRUE
B,93880,Organic Green Tea,3.41,114,FALSE
P,52413,Romaine Lettuce,14.75,45,6/3/2026
E,62945,Mini Rice Cooker,35.42,6,36
E,14630,Mini Rice Cooker,116.12,15,36
E,90859,Blender Pro,34.97,24,6
E,93103,Mini Rice Cooker,54.98,17,12
P,87702,Organic Eggs,10.84,17,6/13/2026
E,93833,Electric Mixer,99.2,5,12
B,21858,Apple Juice,9.4,38,FALSE
E,54415,Mini Rice Cooker,82.44,7,6
P,39313,Fresh Strawberries,10.54,21,7/2/2026
E,33681,Blender Pro,87.95,8,12
P,39220,Romaine Lettuce,8.4,8,6/7/2026
P,55091,Baby Spinach,2.66,15,7/10/2026
E,45866,Mini Rice Cooker,114.18,21,36
P,84459,Fresh Strawberries,4.29,51,7/14/2026
P,50992,Fresh Strawberries,12.68,33,6/29/2026
E,40863,Toaster Oven,71.38,14,6
E,60255,Coffee Maker,117.55,11,6
P,9957,Whole Milk,2.86,27,6/20/2026
B,64116,Sparkling Water,2.73,92,FALSE
P,88316,Fresh Strawberries,7.29,39,7/1/2026
E,26485,Electric Mixer,79.59,15,36
B,63517,Sparkling Water,9.91,85,FALSE
E,92187,Blender Pro,65.32,24,12
P,25218,Whole Milk,7.29,18,6/11/2026
E,9560,Mini Rice Cooker,99.75,3,6
B,21406,Classic Cola,9.01,96,FALSE
P,65305,Avocados Bag,4.51,44,7/7/2026
B,31320,Organic Green Tea,5.04,106,TRUE
P,81373,Fresh Strawberries,14.18,9,6/18/2026
E,641,Blender Pro,72.81,8,36
P,97356,Fresh Strawberries,5.75,32,6/4/2026
E,72452,Coffee Maker,69.36,17,12
E,5297,Coffee Maker,103.46,22,12
E,50019,Electric Kettle,45.4,8,36
B,46059,Classic Cola,1.72,103,FALSE
P,46453,Baby Spinach,10.29,41,6/19/2026
P,6233,Organic Eggs,14.27,36,6/28/2026
E,26217,Mini Rice Cooker,69.8,9,6
P,3347,Whole Milk,5.72,36,7/10/2026
E,23388,Toaster Oven,96.75,10,36
P,92547,Whole Milk,12.89,53,6/18/2026
P,23576,Fresh Strawberries,11.2,17,6/27/2026
P,23777,Baby Spinach,8.01,46,7/11/2026
E,22941,Electric Mixer,110.74,6,12
B,29227,Energy Drink,6.95,26,FALSE
B,31704,Sparkling Water,7.14,63,TRUE
B,46107,Energy Drink,1.56,74,TRUE
P,71994,Organic Eggs,5.74,16,6/1/2026
B,96090,Apple Juice,5.82,92,TRUE
E,47563,Electric Mixer,76.66,20,36
E,59167,Coffee Maker,39.62,15,36
B,75097,Apple Juice,5.61,50,TRUE
E,84223,Blender Pro,69.35,11,12
E,83087,Blender Pro,45.14,18,12
E,62215,Mini Rice Cooker,33.33,24,12
P,13012,Baby Spinach,9.64,50,6/1/2026
B,27440,Diet Soda Can,1.57,69,FALSE
B,5086,Diet Soda Can,5.66,28,TRUE
B,61003,Diet Soda Can,6.94,47,TRUE
B,21327,Energy Drink,1.16,55,TRUE
E,24686,Mini Rice Cooker,49.58,22,12
B,60172,Sparkling Water,2.63,20,FALSE
P,64566,Whole Milk,3.4,37,6/10/2026
E,75928,Toaster Oven,117.03,9,12
E,51066,Blender Pro,33.31,13,36
B,49861,Classic Cola,3.93,61,TRUE
E,12698,Electric Mixer,40.07,11,36
P,59995,Baby Spinach,9.84,50,6/2/2026
B,79309,Sparkling Water,1.14,59,TRUE
P,5208,Organic Eggs,10.92,12,7/16/2026
E,89071,Blender Pro,63.12,17,36
E,85841,Toaster Oven,45.46,11,6
B,41777,Classic Cola,8.3,114,FALSE
E,23037,Blender Pro,42.01,21,12
E,15866,Toaster Oven,105.49,7,36
E,34674,Mini Rice Cooker,87.0,22,6
B,16065,Classic Cola,3.79,29,TRUE
B,45320,Sparkling Water,7.21,106,FALSE
P,14102,Romaine Lettuce,4.89,30,7/9/2026
B,67658,Sparkling Water,5.07,69,TRUE
E,81426,Electric Kettle,118.42,13,6
P,95710,Organic Eggs,12.86,25,6/22/2026
E,88591,Electric Mixer,57.33,2,12
P,59397,Organic Eggs,5.0,60,6/10/2026
P,54348,Baby Spinach,3.2,50,6/12/2026
B,11102,Organic Green Tea,3.18,48,TRUE
P,57564,Baby Spinach,7.83,59,6/11/2026
E,40382,Electric Kettle,103.42,22,12
P,30534,Avocados Bag,4.16,53,7/16/2026
B,5996,Diet Soda Can,3.59,21,FALSE
P,92864,Baby Spinach,9.12,44,6/7/2026
P,37663,Baby Spinach,3.39,38,6/8/2026
P,95501,Organic Eggs,10.58,19,7/14/2026
B,32888,Organic Green Tea,5.24,22,FALSE
P,11595,Romaine Lettuce,7.95,35,6/22/2026
P,49238,Romaine Lettuce,5.86,53,6/9/2026
P,57528,Avocados Bag,13.12,28,6/1/2026
P,13704,Avocados Bag,9.81,48,6/22/2026
P,15673,Organic Eggs,4.99,33,6/17/2026
B,33299,Diet Soda Can,4.72,101,TRUE
P,59976,Avocados Bag,14.22,45,6/21/2026
P,86437,Fresh Strawberries,13.16,60,7/3/2026
P,37682,Organic Eggs,7.14,49,7/13/2026
E,52266,Blender Pro,15.45,19,12
B,85323,Diet Soda Can,1.55,59,TRUE
P,68792,Baby Spinach,4.4,58,7/14/2026
B,77781,Diet Soda Can,7.01,23,TRUE
P,44194,Organic Eggs,12.58,8,6/26/2026
B,8928,Sparkling Water,8.21,32,TRUE
B,16088,Energy Drink,1.57,26,TRUE
P,90711,Fresh Strawberries,7.17,41,6/19/2026
E,75723,Mini Rice Cooker,97.88,9,12
E,48183,Electric Mixer,61.15,22,12
B,38019,Energy Drink,8.17,65,TRUE
B,53710,Classic Cola,1.79,95,TRUE
E,3664,Blender Pro,56.81,3,6
P,11528,Fresh Strawberries,9.13,40,7/4/2026
B,57190,Apple Juice,2.99,111,TRUE
P,78551,Baby Spinach,9.04,47,6/12/2026
E,29904,Mini Rice Cooker,79.73,7,36
P,9836,Avocados Bag,8.98,45,7/8/2026
P,71892,Avocados Bag,14.76,30,6/29/2026
P,66952,Avocados Bag,10.45,56,6/1/2026
B,20330,Apple Juice,8.29,116,FALSE
E,99287,Coffee Maker,95.19,14,36
B,4631,Diet Soda Can,7.05,49,TRUE
B,12334,Organic Green Tea,6.12,100,FALSE
E,12785,Coffee Maker,97.45,21,6
B,43461,Diet Soda Can,5.54,56,TRUE
P,40717,Avocados Bag,8.58,58,6/6/2026
B,45078,Sparkling Water,6.52,90,TRUE
B,85407,Organic Green Tea,4.75,55,TRUE
B,72227,Classic Cola,1.5,58,TRUE
E,83278,Electric Mixer,20.1,24,12
E,88397,Coffee Maker,99.6,12,12
B,35842,Energy Drink,8.5,80,FALSE
B,61321,Sparkling Water,9.69,81,TRUE
E,51581,Coffee Maker,97.35,4,36
P,32626,Avocados Bag,6.66,43,6/18/2026
B,79184,Organic Green Tea,6.54,77,FALSE
E,52740,Toaster Oven,77.86,17,12
B,33418,Organic Green Tea,1.76,61,TRUE
B,23773,Classic Cola,9.02,76,FALSE
B,48663,Energy Drink,8.65,87,TRUE
E,53333,Mini Rice Cooker,108.86,8,12
E,12541,Electric Mixer,33.1,24,36
B,2034,Organic Green Tea,2.97,80,FALSE
E,82427,Toaster Oven,115.79,13,12
P,54521,Fresh Strawberries,11.52,23,6/15/2026
P,10248,Romaine Lettuce,8.5,20,7/7/2026
B,6847,Energy Drink,3.16,77,TRUE
P,30911,Romaine Lettuce,4.5,39,7/7/2026
P,60146,Romaine Lettuce,14.47,58,7/11/2026
E,3524,Electric Mixer,39.2,10,12
P,95341,Avocados Bag,3.77,49,7/12/2026
E,97387,Electric Kettle,15.55,2,36
B,93207,Energy Drink,1.9,120,TRUE
E,44508,Blender Pro,61.52,11,36
B,4330,Sparkling Water,7.54,116,TRUE
E,92711,Mini Rice Cooker,15.58,5,6
E,7915,Toaster Oven,54.64,13,12
E,33218,Blender Pro,89.82,21,36
P,34849,Avocados Bag,5.53,38,7/1/2026
B,7447,Energy Drink,7.35,85,FALSE
E,20910,Electric Kettle,104.06,8,12
P,30486,Organic Eggs,3.56,20,6/10/2026
B,16523,Energy Drink,6.71,108,TRUE
E,64339,Mini Rice Cooker,52.21,2,6
P,147,Avocados Bag,9.81,32,7/10/2026
E,91650,Mini Rice Cooker,56.65,24,6
E,88761,Mini Rice Cooker,18.1,7,36
B,60720,Sparkling Water,9.25,100,FALSE
P,28203,Organic Eggs,2.75,60,6/5/2026
B,27092,Sparkling Water,7.78,13,TRUE
B,17831,Apple Juice,6.88,81,TRUE
B,66217,Energy Drink,1.48,111,FALSE
P,16667,Baby Spinach,11.37,29,7/15/2026
B,55780,Organic Green Tea,8.5,40,FALSE
B,20570,Diet Soda Can,1.26,98,FALSE
P,32474,Baby Spinach,10.09,40,7/9/2026
E,75616,Toaster Oven,97.04,17,6
P,62394,Romaine Lettuce,14.53,52,7/13/2026
E,22083,Blender Pro,65.85,24,6
B,76866,Classic Cola,1.51,27,FALSE
P,61757,Whole Milk,11.92,31,6/4/2026
E,50165,Mini Rice Cooker,17.87,24,36
B,10075,Organic Green Tea,3.31,13,TRUE
E,93860,Blender Pro,54.04,5,6
E,58416,Electric Mixer,72.93,11,6
P,92165,Whole Milk,12.65,10,7/16/2026
P,56332,Whole Milk,10.91,58,6/25/2026
E,3806,Mini Rice Cooker,107.13,4,36
B,97211,Apple Juice,6.18,94,FALSE
E,51783,Coffee Maker,22.88,12,36
P,42171,Baby Spinach,10.91,37,6/19/2026
E,25808,Electric Mixer,98.89,7,36
P,24857,Baby Spinach,8.77,14,6/2/2026
E,69528,Blender Pro,105.99,11,12
E,26506,Electric Kettle,76.96,23,12
P,43945,Fresh Strawberries,11.65,32,6/12/2026
B,36161,Apple Juice,5.9,56,TRUE
E,66417,Electric Kettle,63.91,5,12
E,11262,Electric Mixer,41.85,10,6
E,95679,Blender Pro,62.65,18,6
P,44136,Romaine Lettuce,6.03,21,6/9/2026
B,20113,Apple Juice,8.66,49,TRUE
B,38216,Apple Juice,8.99,94,FALSE
B,69976,Apple Juice,6.23,77,TRUE
E,41386,Blender Pro,93.26,12,12
B,47397,Classic Cola,2.2,63,FALSE
B,96573,Energy Drink,9.17,46,TRUE
P,30620,Whole Milk,12.65,53,6/21/2026
P,893,Fresh Strawberries,7.52,44,7/11/2026
P,93616,Baby Spinach,6.09,49,6/17/2026
E,64647,Coffee Maker,33.46,18,36
B,25856,Diet Soda Can,2.8,46,TRUE
P,50383,Romaine Lettuce,12.73,20,6/23/2026
P,98190,Whole Milk,10.02,16,6/7/2026
E,47394,Blender Pro,73.15,14,36
B,58686,Organic Green Tea,4.97,108,FALSE
B,90519,Sparkling Water,8.42,85,FALSE
B,32783,Sparkling Water,1.01,102,FALSE
E,42693,Blender Pro,56.77,18,6
P,58959,Romaine Lettuce,4.61,54,6/11/2026
E,88503,Blender Pro,67.19,9,12
B,37841,Apple Juice,9.2,12,FALSE
B,62732,Diet Soda Can,6.42,44,TRUE
E,38367,Toaster Oven,47.84,7,12
P,9795,Whole Milk,4.64,43,6/7/2026
E,16231,Electric Kettle,26.93,17,12
E,44641,Toaster Oven,23.53,8,12
E,80225,Electric Mixer,63.07,20,36
E,90232,Blender Pro,72.62,15,12
P,57474,Fresh Strawberries,7.44,17,7/16/2026
B,14816,Classic Cola,4.97,65,TRUE
P,99448,Organic Eggs,11.53,40,6/11/2026
E,50262,Mini Rice Cooker,79.27,17,36
E,12628,Blender Pro,54.54,11,6
B,40271,Organic Green Tea,5.38,38,FALSE
P,13543,Whole Milk,14.38,37,7/1/2026
B,77065,Classic Cola,8.48,94,TRUE
P,47018,Avocados Bag,11.53,35,7/13/2026
B,32848,Apple Juice,5.16,106,TRUE
E,58794,Toaster Oven,32.2,16,12
B,56625,Apple Juice,7.26,20,FALSE
B,78419,Sparkling Water,3.66,80,TRUE
E,46764,Blender Pro,55.52,18,6
P,24112,Organic Eggs,11.79,10,7/4/2026
E,19969,Electric Mixer,39.44,7,36
P,70140,Avocados Bag,2.74,33,6/29/2026
B,99660,Energy Drink,8.49,84,FALSE
P,89524,Fresh Strawberries,5.29,32,6/12/2026
E,61711,Mini Rice Cooker,64.53,10,12
P,40158,Whole Milk,8.4,23,6/6/2026
P,57329,Romaine Lettuce,2.62,30,6/25/2026
P,93430,Avocados Bag,11.96,43,7/15/2026
B,85106,Apple Juice,5.04,86,TRUE
B,71274,Diet Soda Can,7.51,28,FALSE
B,38200,Classic Cola,9.41,32,FALSE
B,83313,Classic Cola,5.26,107,FALSE
B,24655,Diet Soda Can,2.35,55,FALSE
B,88247,Diet Soda Can,6.04,79,TRUE
E,97169,Electric Mixer,68.16,15,6
E,77612,Electric Mixer,16.99,4,36
P,55912,Avocados Bag,8.42,12,6/11/2026
B,683,Classic Cola,5.01,112,FALSE
E,93737,Electric Kettle,49.7,16,12
B,94132,Diet Soda Can,2.67,82,TRUE
B,39086,Organic Green Tea,7.01,87,FALSE
E,55518,Blender Pro,109.44,2,12
P,70798,Fresh Strawberries,13.02,60,6/17/2026
B,5791,Energy Drink,4.6,120,TRUE
E,78117,Coffee Maker,75.56,4,12
E,18568,Electric Kettle,113.11,8,12
B,5450,Classic Cola,3.87,16,FALSE
P,41801,Fresh Strawberries,12.76,24,7/11/2026
B,6553,Classic Cola,8.88,115,FALSE
P,90975,Baby Spinach,5.53,22,6/17/2026
E,13553,Coffee Maker,66.59,13,6
B,97735,Classic Cola,3.58,114,FALSE
P,2268,Organic Eggs,10.34,32,7/9/2026
B,27659,Sparkling Water,4.68,27,FALSE
E,41759,Electric Kettle,113.97,19,12
B,21097,Energy Drink,3.54,65,TRUE
E,56995,Mini Rice Cooker,98.03,9,36
E,15420,Coffee Maker,73.44,12,36
P,39695,Whole Milk,2.98,60,6/25/2026
E,4271,Mini Rice Cooker,31.59,5,6
B,36273,Organic Green Tea,2.34,91,TRUE
B,86601,Sparkling Water,8.5,67,FALSE
P,32452,Avocados Bag,5.15,9,6/13/2026
P,51615,Organic Eggs,2.99,7,6/18/2026
P,86217,Whole Milk,3.39,29,7/7/2026
E,96631,Mini Rice Cooker,22.99,13,6
B,16717,Energy Drink,9.5,16,TRUE
E,3071,Coffee Maker,15.14,8,12
B,48536,Classic Cola,5.57,32,FALSE
B,23786,Diet Soda Can,4.59,10,TRUE
B,75141,Energy Drink,6.14,89,TRUE
B,13100,Apple Juice,5.73,88,TRUE
E,63003,Toaster Oven,112.31,5,6
E,55669,Toaster Oven,36.09,9,36
P,10519,Baby Spinach,3.31,57,6/12/2026
B,86219,Classic Cola,4.38,118,FALSE
P,94879,Avocados Bag,11.58,10,6/25/2026
P,34238,Avocados Bag,14.8,45,7/4/2026
E,11881,Mini Rice Cooker,37.45,23,6
B,47862,Classic Cola,8.64,63,FALSE
P,44025,Fresh Strawberries,10.8,52,7/9/2026
E,64468,Toaster Oven,22.89,5,6
E,80717,Toaster Oven,56.48,7,36
E,72800,Mini Rice Cooker,36.69,19,6
P,79714,Organic Eggs,13.52,14,6/24/2026
P,60335,Avocados Bag,10.51,43,7/5/2026
P,6243,Organic Eggs,6.21,23,7/4/2026
P,46375,Romaine Lettuce,2.59,58,6/17/2026
B,24046,Sparkling Water,2.03,88,TRUE
P,16454,Avocados Bag,8.17,43,6/24/2026
E,24673,Toaster Oven,78.01,13,12
E,81127,Electric Kettle,79.45,18,36
P,58356,Baby Spinach,5.37,26,7/10/2026
B,20311,Apple Juice,1.94,111,TRUE
P,53228,Organic Eggs,14.81,6,7/1/2026
B,85692,Classic Cola,5.3,39,TRUE
P,72791,Avocados Bag,10.74,29,7/10/2026
E,2889,Blender Pro,64.19,23,36
P,15896,Romaine Lettuce,3.42,50,7/7/2026
B,78406,Apple Juice,6.16,70,TRUE
E,35073,Electric Mixer,87.22,13,6
P,71759,Baby Spinach,7.65,7,6/25/2026
E,51191,Coffee Maker,25.06,2,36
P,49842,Baby Spinach,7.03,26,7/2/2026
E,20190,Toaster Oven,105.67,3,12
E,71351,Electric Kettle,110.54,20,6
B,10805,Diet Soda Can,5.02,16,TRUE
B,58105,Classic Cola,3.91,68,FALSE
E,49818,Mini Rice Cooker,89.12,5,36
P,99425,Romaine Lettuce,7.36,32,6/9/2026
P,97321,Whole Milk,11.7,55,7/12/2026
B,76100,Organic Green Tea,8.53,58,FALSE
B,21473,Apple Juice,2.46,61,TRUE
E,42911,Electric Kettle,33.67,11,36
B,61982,Apple Juice,5.79,25,FALSE
P,84817,Romaine Lettuce,13.52,56,7/3/2026
E,82536,Toaster Oven,25.6,24,12
E,74490,Electric Mixer,56.63,18,12
E,59406,Blender Pro,108.17,15,36
E,40242,Mini Rice Cooker,85.89,24,12
E,14820,Electric Kettle,65.05,18,12
B,69315,Energy Drink,5.94,53,TRUE
P,79303,Avocados Bag,11.59,26,6/12/2026
E,92394,Coffee Maker,35.07,3,12
E,31243,Toaster Oven,15.56,5,36
P,92324,Baby Spinach,8.14,33,7/1/2026
B,97792,Sparkling Water,5.71,114,FALSE
E,27813,Electric Mixer,33.55,11,6
B,5068,Organic Green Tea,6.16,53,FALSE
P,23712,Baby Spinach,8.81,10,7/3/2026
B,35624,Organic Green Tea,3.35,90,TRUE
P,61443,Whole Milk,14.15,42,6/6/2026
E,79015,Coffee Maker,32.17,25,36
B,93417,Diet Soda Can,4.78,62,FALSE
E,43070,Coffee Maker,71.43,7,6
B,17047,Energy Drink,9.24,104,FALSE
B,11812,Apple Juice,7.03,96,FALSE
